,AES mean,AES std,MBF mean,MBF std,SR
Problema 1,,,,,0.0
Problema 2,,,0.962100058846,0.848612570211,0.0
Problema 3,,,4.72784889194,0.463081248621,0.0
Problema 4,,,25.1297498654,6.87578784408,0.0
Problema 5,,,3.83146105194,0.0,0.0
Problema 6,,,1.52278848571,0.288359043948,0.0
Problema 7,,,5.57062101259,0.0,0.0
