,AES mean,AES std,MBF mean,MBF std,SR
Problema 1,49400.0,0.0,41.5119709139,32.7978694906,0.25
Problema 2,40600.0,0.0,0.22865060056,0.227530702322,0.25
Problema 3,,,2.1698738083,0.246453183026,0.0
Problema 4,,,20.7478317821,9.1162265255,0.0
Problema 5,,,4.36214961223,0.245949124235,0.0
Problema 6,16950.0,11150.0,0.311702831156,0.312536644851,0.5
Problema 7,,,4.3733058594,1.99768471475,0.0
