,AES mean,AES std,MBF mean,MBF std,SR
Problema 1,,,146.376396042,57.1411621726,0.0
Problema 2,,,,,0.0
Problema 3,,,,,0.0
Problema 4,,,24.9935359661,6.29994931321,0.0
Problema 5,,,7.61212415156,6.54830057484,0.0
Problema 6,10000.0,5800.0,0.540333509272,0.500558104257,0.5
Problema 7,,,5.57062101259,0.0,0.0
