,AES mean,AES std,MBF mean,MBF std,SR
Problema 1,,,100.095912282,59.453244804,0.0
Problema 2,,,0.79410291587,0.8258222912,0.0
Problema 3,,,6.96846828527,2.32618593203,0.0
Problema 4,,,25.7358831503,8.94275621747,0.0
Problema 5,,,3.83146105194,0.0,0.0
Problema 6,,,1.10288970516,0.448803254042,0.0
Problema 7,,,3.51794011441,2.10352373051,0.0
