,AES mean,AES std,MBF mean,MBF std,SR
Problema 1,,,76.4409435438,13.0665411998,0.0
Problema 2,,,0.520916161852,0.0573590405112,0.0
Problema 3,,,5.73923865741,1.77817534136,0.0
Problema 4,,,24.6839608918,7.88967923783,0.0
Problema 5,,,4.50414840531,0.0,0.0
Problema 6,,,1.46080348076,0.897693655484,0.0
Problema 7,,,5.70328387173,1.07905661789,0.0
