,AES mean,AES std,MBF mean,MBF std,SR
Problema 1,,,,,0.0
Problema 2,,,0.920767583648,0.190380317817,0.0
Problema 3,,,5.5463233197,0.954558044944,0.0
Problema 4,,,31.0601512608,14.5877162428,0.0
Problema 5,,,3.83146105194,0.0,0.0
Problema 6,,,3.94151504956,2.68487049154,0.0
Problema 7,,,5.0528785108,0.89675631835,0.0
