,AES mean,AES std,MBF mean,MBF std,SR
Problema 1,,,195.162193401,12.9973760906,0.0
Problema 2,,,2.01852957786,1.24989252502,0.0
Problema 3,,,4.97101033661,0.0419132720183,0.0
Problema 4,,,52.9437506509,2.49662905374,0.0
Problema 5,,,11.6859388859,5.93931911589,0.0
Problema 6,,,5.46053872011,0.136204408775,0.0
Problema 7,,,5.3440341599,0.392459941197,0.0
