,Unnamed: 0,AES mean,AES std,MBF mean,MBF std,SR
0,Problema 1,,,,,0.0
1,Problema 2,,,1.30986503789,1.0698881733,0.0
2,Problema 3,,,,,0.0
3,Problema 4,,,39.4542373122,6.77453537977,0.0
4,Problema 5,,,3.83146105194,0.0,0.0
5,Problema 6,,,2.11565069261,1.00520844491,0.0
6,Problema 7,,,5.57062101259,0.0,0.0
