,AES mean,AES std,MBF mean,MBF std,SR
Problema 1,,,172.032142966,53.059798626,0.0
Problema 2,,,1.72376669334,1.00982298143,0.0
Problema 3,,,5.5463233197,0.954558044944,0.0
Problema 4,,,52.0451961789,5.99765370102,0.0
Problema 5,,,18.9541134504,0.0,0.0
Problema 6,,,6.49859455047,1.12743291108,0.0
Problema 7,,,5.57062101259,0.0,0.0
