,AES mean,AES std,MBF mean,MBF std,SR
Problema 1,,,,,0.0
Problema 2,4500.0,2000.0,0.112863730769,0.0554925478032,0.5
Problema 3,,,,,0.0
Problema 4,,,,,0.0
Problema 5,,,11.5347604917,7.70591558871,0.0
Problema 6,,,0.617612040065,0.448030477696,0.0
Problema 7,,,5.57062101259,0.0,0.0
