,AES mean,AES std,MBF mean,MBF std,SR
Problema 1,,,,,0.0
Problema 2,7900.0,0.0,0.729658643822,0.875282726352,0.25
Problema 3,,,4.65200347532,1.15923051101,0.0
Problema 4,,,31.8107691408,13.375420228,0.0
Problema 5,,,8.65040449483,7.19364334115,0.0
Problema 6,,,2.82373390033,1.79846318302,0.0
Problema 7,,,6.32627750054,0.0,0.0
