,AES mean,AES std,MBF mean,MBF std,SR
Problema 1,,,96.0156706619,28.8571682781,0.0
Problema 2,,,0.628210231441,0.0817126975327,0.0
Problema 3,,,4.23783752516,1.1709801694,0.0
Problema 4,,,21.9094945931,2.99025062042,0.0
Problema 5,,,4.49890374048,0.00908402595952,0.0
Problema 6,,,1.00945177363,0.188135819889,0.0
Problema 7,,,6.32627750054,0.0,0.0
