,AES mean,AES std,MBF mean,MBF std,SR
Problema 1,,,,,0.0
Problema 2,,,0.504949429515,0.315859593825,0.0
Problema 3,,,4.23419615647,1.77466198085,0.0
Problema 4,,,14.2337627258,2.66514058371,0.0
Problema 5,,,6.44305887301,6.32396863342,0.0
Problema 6,,,,,0.0
Problema 7,,,6.00952009662,0.8380613167,0.0
