,AES mean,AES std,MBF mean,MBF std,SR
Problema 1,,,114.522157901,38.2862366268,0.0
Problema 2,,,0.700935860608,0.155763954042,0.0
Problema 3,,,3.81761497513,1.18988588382,0.0
Problema 4,,,29.4092993358,6.39279912206,0.0
Problema 5,,,5.55983827592,2.99363716658,0.0
Problema 6,,,1.12389635179,0.93188193116,0.0
Problema 7,,,5.57062101259,0.0,0.0
