,AES mean,AES std,MBF mean,MBF std,SR
Problema 1,,,139.726725586,62.9838720859,0.0
Problema 2,,,0.411864665171,0.199218797775,0.0
Problema 3,,,5.11480416196,0.207144939315,0.0
Problema 4,,,30.2405420157,19.9669935957,0.0
Problema 5,,,3.83146105194,0.0,0.0
Problema 6,,,1.45891548713,0.665757739799,0.0
Problema 7,,,5.57062101259,0.0,0.0
